"","Account","Month","Trx","SP","Calls","PDE","Emails","Clicks","Samples"
"1846","A154B012",10,7526,5,16,12,41,29,176
"1847","A154B012",11,4970,3,22,12,41,29,236
"1848","A154B012",12,8169,5,16,12,41,29,176
"1849","A155B012",1,1776,2,1,10,31,15,17
"1850","A155B012",2,2218,3,1,10,32,16,19
"1851","A155B012",3,660,2,1,10,31,15,17
"1852","A155B012",4,3854,2,1,10,31,15,17
"1853","A155B012",5,2922,1,1,9,29,13,12
"1854","A155B012",6,983,3,1,10,32,16,19
"1855","A155B012",7,2686,3,16,12,40,28,166
"1856","A155B012",8,1050,1,1,9,29,13,12
"1857","A155B012",9,3305,3,1,10,32,16,19
"1858","A155B012",10,1960,2,1,10,31,15,17
"1859","A155B012",11,3453,1,1,9,29,13,12
"1860","A155B012",12,660,3,1,10,32,16,19
"1861","A156B012",1,769,1,16,12,37,24,132
"1862","A156B012",2,2748,6,29,14,43,35,424
"1863","A156B012",3,1820,1,18,12,37,24,146
"1864","A156B012",4,703,3,1,10,32,16,19
"1865","A156B012",5,714,5,16,12,41,29,176
"1866","A156B012",6,2007,2,8,11,37,23,70
"1867","A156B012",7,1765,5,21,13,42,32,266
"1868","A156B012",8,2439,5,12,12,40,28,132
"1869","A156B012",9,1657,2,1,10,31,15,17
"1870","A156B012",10,3247,4,18,12,41,29,195
"1871","A156B012",11,3280,3,14,12,39,26,134
"1872","A156B012",12,2808,1,16,12,37,24,132
"1873","A157B012",1,1626,6,35,14,44,36,543
"1874","A157B012",2,2568,4,16,12,40,28,166
"1875","A157B012",3,4313,1,25,13,38,26,231
"1876","A157B012",4,2423,1,21,12,38,25,180
"1877","A157B012",5,2014,3,22,12,41,29,236
"1878","A157B012",6,2011,3,22,12,41,29,236
"1879","A157B012",7,3703,4,14,12,40,28,148
"1880","A157B012",8,2065,3,14,12,39,26,134
"1881","A157B012",9,3896,11,21,13,44,35,305
"1882","A157B012",10,3174,3,12,11,39,25,108
"1883","A157B012",11,2389,3,16,12,40,28,166
"1884","A157B012",12,3675,1,1,9,29,13,12
"1885","A158B012",1,2614,2,1,10,31,15,17
"1886","A158B012",2,8199,1,1,9,29,13,12
"1887","A158B012",3,1661,0,1,9,23,8,6
"1888","A158B012",4,2247,3,1,10,32,16,19
"1889","A158B012",5,6882,1,1,9,29,13,12
"1890","A158B012",6,3109,1,1,9,29,13,12
"1891","A158B012",7,1389,0,1,9,23,8,6
"1892","A158B012",8,6536,0,1,9,23,8,6
"1893","A158B012",9,5110,2,1,10,31,15,17
"1894","A158B012",10,4838,1,1,9,29,13,12
"1895","A158B012",11,2438,1,1,9,29,13,12
"1896","A158B012",12,2354,1,1,9,29,13,12
"1897","A159B012",1,660,1,1,9,29,13,12
"1898","A159B012",2,1012,3,1,10,32,16,19
"1899","A159B012",3,880,0,1,9,23,8,6
"1900","A159B012",4,463,1,1,9,29,13,12
"1901","A159B012",5,660,2,1,10,31,15,17
"1902","A159B012",6,404,2,1,10,31,15,17
"1903","A159B012",7,1507,1,1,9,29,13,12
"1904","A159B012",8,660,2,1,10,31,15,17
"1905","A159B012",9,660,1,1,9,29,13,12
"1906","A159B012",10,1339,3,1,10,32,16,19
"1907","A159B012",11,433,2,1,10,31,15,17
"1908","A159B012",12,272,3,1,10,32,16,19
"1909","A160B012",1,2048,3,30,13,42,32,379
"1910","A160B012",2,4026,5,25,13,42,32,315
"1911","A160B012",3,3564,5,27,13,43,33,359
"1912","A160B012",4,1764,5,14,12,41,29,158
"1913","A160B012",5,2512,4,35,14,43,35,516
"1914","A160B012",6,3304,3,12,11,39,25,108
"1915","A160B012",7,2823,3,35,14,42,33,475
"1916","A160B012",8,2624,5,23,13,42,32,290
"1917","A160B012",9,3030,3,22,12,41,29,236
"1918","A160B012",10,2011,3,1,10,32,16,19
"1919","A160B012",11,3234,4,26,13,42,32,327
"1920","A160B012",12,2035,3,1,10,32,16,19
"1921","A161B012",1,660,0,1,9,23,8,6
"1922","A161B012",2,107,1,1,9,29,13,12
"1923","A161B012",3,660,0,1,9,23,8,6
"1924","A161B012",4,660,0,1,9,23,8,6
"1925","A161B012",5,660,0,1,9,23,8,6
"1926","A161B012",6,660,0,1,9,23,8,6
"1927","A161B012",7,660,0,1,9,23,8,6
"1928","A161B012",8,660,0,1,9,23,8,6
"1929","A161B012",9,660,0,1,9,23,8,6
"1930","A161B012",10,660,0,1,9,23,8,6
"1931","A161B012",11,660,0,1,9,23,8,6
"1932","A161B012",12,660,0,1,9,23,8,6
"1933","A162B012",1,2646,4,25,13,42,32,315
"1934","A162B012",2,3902,3,12,11,39,25,108
"1935","A162B012",3,2555,3,21,12,40,28,212
"1936","A162B012",4,5155,3,16,12,40,28,166
"1937","A162B012",5,6895,1,22,12,38,25,188
"1938","A162B012",6,6003,1,1,9,29,13,12
"1939","A162B012",7,700,7,14,12,42,31,173
"1940","A162B012",8,7558,2,1,10,31,15,17
"1941","A162B012",9,3298,4,1,10,33,17,20
"1942","A162B012",10,7294,4,1,10,33,17,20
"1943","A162B012",11,10000,2,18,12,39,26,167
"1944","A162B012",12,5120,3,18,12,40,28,184
"1945","A163B012",1,612,0,1,9,23,8,6
"1946","A163B012",2,867,0,1,9,23,8,6
"1947","A163B012",3,1412,0,1,9,23,8,6
"1948","A163B012",4,591,3,1,10,32,16,19
"1949","A163B012",5,924,1,1,9,29,13,12
"1950","A163B012",6,849,0,1,9,23,8,6
"1951","A163B012",7,1602,0,1,9,23,8,6
"1952","A163B012",8,2276,0,1,9,23,8,6
"1953","A163B012",9,583,0,1,9,23,8,6
"1954","A163B012",10,1793,2,1,10,31,15,17
"1955","A163B012",11,2336,1,1,9,29,13,12
"1956","A163B012",12,2180,0,1,9,23,8,6
"1957","A164B012",1,441,5,1,10,33,17,20
"1958","A164B012",2,660,3,16,12,40,28,166
"1959","A164B012",3,3506,1,1,9,29,13,12
"1960","A164B012",4,660,1,1,9,29,13,12
"1961","A164B012",5,660,3,1,10,32,16,19
"1962","A164B012",6,3889,3,1,10,32,16,19
"1963","A164B012",7,4397,3,1,10,32,16,19
"1964","A164B012",8,1420,3,1,10,32,16,19
"1965","A164B012",9,750,3,1,10,32,16,19
"1966","A164B012",10,4163,1,1,9,29,13,12
"1967","A164B012",11,660,3,1,10,32,16,19
"1968","A164B012",12,893,1,1,9,29,13,12
"1969","A165B012",1,5098,5,1,10,33,17,20
"1970","A165B012",2,4806,6,25,13,43,33,332
"1971","A165B012",3,6148,5,12,12,40,28,132
"1972","A165B012",4,4872,7,1,10,34,18,22
"1973","A165B012",5,5148,5,1,10,33,17,20
"1974","A165B012",6,5258,5,12,12,40,28,132
"1975","A165B012",7,5592,5,1,10,33,17,20
"1976","A165B012",8,5574,5,19,12,41,29,205
"1977","A165B012",9,4795,8,19,13,43,33,257
"1978","A165B012",10,5159,3,1,10,32,16,19
"1979","A165B012",11,5806,5,1,10,33,17,20
"1980","A165B012",12,5360,5,16,12,41,29,176
"1981","A166B012",1,2031,5,12,12,40,28,132
"1982","A166B012",2,1606,4,21,12,41,29,225
"1983","A166B012",3,1301,7,1,10,34,18,22
"1984","A166B012",4,1042,4,14,12,40,28,148
"1985","A166B012",5,1650,5,1,10,33,17,20
"1986","A166B012",6,2489,5,14,12,41,29,158
"1987","A166B012",7,901,4,16,12,40,28,166
"1988","A166B012",8,2873,7,16,12,42,31,193
"1989","A166B012",9,700,3,23,13,41,30,266
"1990","A166B012",10,1515,7,1,10,34,18,22
"1991","A166B012",11,2595,7,22,13,43,33,294
"1992","A166B012",12,1650,4,18,12,41,29,195
"1993","A167B012",1,660,1,1,9,29,13,12
"1994","A167B012",2,660,1,1,9,29,13,12
"1995","A167B012",3,660,0,1,9,23,8,6
"1996","A167B012",4,660,3,1,10,32,16,19
"1997","A167B012",5,660,1,1,9,29,13,12
"1998","A167B012",6,660,0,1,9,23,8,6
"1999","A167B012",7,660,1,1,9,29,13,12
"2000","A167B012",8,660,0,1,9,23,8,6
"2001","A167B012",9,660,0,1,9,23,8,6
"2002","A167B012",10,660,0,1,9,23,8,6
"2003","A167B012",11,660,0,1,9,23,8,6
"2004","A167B012",12,660,0,1,9,23,8,6
"2005","A168B012",1,660,1,1,9,29,13,12
"2006","A168B012",2,660,1,1,9,29,13,12
"2007","A168B012",3,660,1,1,9,29,13,12
"2008","A168B012",4,660,3,1,10,32,16,19
"2009","A168B012",5,660,1,1,9,29,13,12
"2010","A168B012",6,660,1,1,9,29,13,12
"2011","A168B012",7,660,1,1,9,29,13,12
"2012","A168B012",8,3639,1,1,9,29,13,12
"2013","A168B012",9,660,1,1,9,29,13,12
"2014","A168B012",10,660,1,1,9,29,13,12
"2015","A168B012",11,660,1,8,10,35,19,51
"2016","A168B012",12,660,1,1,9,29,13,12
"2017","A169B012",1,660,1,1,9,29,13,12
"2018","A169B012",2,660,1,1,9,29,13,12
"2019","A169B012",3,660,1,1,9,29,13,12
"2020","A169B012",4,10000,2,1,10,31,15,17
"2021","A169B012",5,660,1,1,9,29,13,12
"2022","A169B012",6,5996,0,1,9,23,8,6
"2023","A169B012",7,5308,0,1,9,23,8,6
"2024","A169B012",8,660,0,1,9,23,8,6
"2025","A169B012",9,660,0,1,9,23,8,6
"2026","A169B012",10,10000,0,1,9,23,8,6
"2027","A169B012",11,660,1,1,9,29,13,12
"2028","A169B012",12,660,0,1,9,23,8,6
"2029","A170B012",1,1618,3,1,10,32,16,19
"2030","A170B012",2,660,3,1,10,32,16,19
"2031","A170B012",3,632,3,1,10,32,16,19
"2032","A170B012",4,1926,2,1,10,31,15,17
"2033","A170B012",5,1892,1,1,9,29,13,12
"2034","A170B012",6,1088,2,1,10,31,15,17
"2035","A170B012",7,1422,3,14,12,39,26,134
"2036","A170B012",8,2981,2,12,11,38,24,101
"2037","A170B012",9,433,1,12,11,36,21,83
"2038","A170B012",10,2327,1,1,9,29,13,12
"2039","A170B012",11,2602,2,16,12,39,26,150
"2040","A170B012",12,1520,3,8,11,38,24,76
"2041","A171B012",1,2201,3,1,10,32,16,19
"2042","A171B012",2,1879,1,1,9,29,13,12
"2043","A171B012",3,3548,3,8,11,38,24,76
"2044","A171B012",4,1750,4,8,11,38,24,76
"2045","A171B012",5,4759,1,1,9,29,13,12
"2046","A171B012",6,3940,1,1,9,29,13,12
"2047","A171B012",7,3166,1,1,9,29,13,12
"2048","A171B012",8,2170,1,1,9,29,13,12
"2049","A171B012",9,3389,2,1,10,31,15,17
"2050","A171B012",10,2625,3,1,10,32,16,19
"2051","A171B012",11,1814,2,1,10,31,15,17
"2052","A171B012",12,3517,1,1,9,29,13,12
"2053","A172B012",1,3461,1,1,9,29,13,12
"2054","A172B012",2,4047,1,1,9,29,13,12
"2055","A172B012",3,7008,2,1,10,31,15,17
"2056","A172B012",4,3815,0,1,9,23,8,6
"2057","A172B012",5,6532,1,1,9,29,13,12
"2058","A172B012",6,2592,1,1,9,29,13,12
"2059","A172B012",7,3803,1,1,9,29,13,12
"2060","A172B012",8,4340,4,1,10,33,17,20
"2061","A172B012",9,4469,3,1,10,32,16,19
"2062","A172B012",10,3947,1,1,9,29,13,12
"2063","A172B012",11,4539,1,1,9,29,13,12
"2064","A172B012",12,5316,2,1,10,31,15,17
"2065","A173B012",1,660,0,1,9,23,8,6
"2066","A173B012",2,660,0,1,9,23,8,6
"2067","A173B012",3,10000,0,1,9,23,8,6
"2068","A173B012",4,10000,0,1,9,23,8,6
"2069","A173B012",5,660,0,1,9,23,8,6
"2070","A173B012",6,10000,0,1,9,23,8,6
"2071","A173B012",7,660,0,1,9,23,8,6
"2072","A173B012",8,660,0,1,9,23,8,6
"2073","A173B012",9,660,0,1,9,23,8,6
"2074","A173B012",10,660,1,1,9,29,13,12
"2075","A173B012",11,660,0,1,9,23,8,6
"2076","A173B012",12,660,0,1,9,23,8,6
"2077","A174B012",1,660,1,12,11,36,21,83
"2078","A174B012",2,660,2,12,11,38,24,101
"2079","A174B012",3,660,3,8,11,38,24,76
"2080","A174B012",4,660,3,1,10,32,16,19
"2081","A174B012",5,660,2,1,10,31,15,17
"2082","A174B012",6,660,2,1,10,31,15,17
"2083","A174B012",7,660,1,1,9,29,13,12
"2084","A174B012",8,660,1,12,11,36,21,83
"2085","A174B012",9,660,1,8,10,35,19,51
"2086","A174B012",10,660,3,14,12,39,26,134
"2087","A174B012",11,660,1,1,9,29,13,12
"2088","A174B012",12,660,1,1,9,29,13,12
"2089","A175B012",1,660,0,1,9,23,8,6
"2090","A175B012",2,660,1,1,9,29,13,12
"2091","A175B012",3,931,0,1,9,23,8,6
"2092","A175B012",4,660,3,12,11,39,25,108
"2093","A175B012",5,660,0,1,9,23,8,6
"2094","A175B012",6,873,0,1,9,23,8,6
"2095","A175B012",7,586,1,1,9,29,13,12
"2096","A175B012",8,488,3,1,10,32,16,19
"2097","A175B012",9,660,0,1,9,23,8,6
"2098","A175B012",10,660,1,1,9,29,13,12
"2099","A175B012",11,660,1,1,9,29,13,12
"2100","A175B012",12,361,2,1,10,31,15,17
"2101","A176B012",1,3559,7,1,10,34,18,22
"2102","A176B012",2,5422,5,21,13,42,32,266
"2103","A176B012",3,3298,12,19,13,44,35,279
"2104","A176B012",4,3390,8,14,12,42,31,173
"2105","A176B012",5,3011,9,19,13,43,33,257
"2106","A176B012",6,5726,12,23,14,45,38,385
"2107","A176B012",7,4200,10,22,13,44,35,319
"2108","A176B012",8,7162,7,21,13,43,33,281
"2109","A176B012",9,3630,11,8,12,41,29,106
"2110","A176B012",10,5252,8,21,13,43,33,281
"2111","A176B012",11,5518,5,26,13,42,32,327
"2112","A176B012",12,4570,5,22,13,42,32,278
"2113","A177B012",1,660,2,1,10,31,15,17
"2114","A177B012",2,421,1,1,9,29,13,12
"2115","A177B012",3,2425,2,1,10,31,15,17
"2116","A177B012",4,5260,0,1,9,23,8,6
"2117","A177B012",5,5022,0,1,9,23,8,6
"2118","A177B012",6,2982,4,1,10,33,17,20
"2119","A177B012",7,5749,1,1,9,29,13,12
"2120","A177B012",8,5436,2,1,10,31,15,17
"2121","A177B012",9,3160,0,1,9,23,8,6
"2122","A177B012",10,5138,1,1,9,29,13,12
"2123","A177B012",11,2312,1,1,9,29,13,12
"2124","A177B012",12,660,1,1,9,29,13,12
"2125","A178B012",1,4511,1,1,9,29,13,12
"2126","A178B012",2,3474,1,8,10,35,19,51
"2127","A178B012",3,4329,5,16,12,41,29,176
"2128","A178B012",4,2898,5,12,12,40,28,132
"2129","A178B012",5,2929,6,19,12,42,31,225
"2130","A178B012",6,3975,4,16,12,40,28,166
"2131","A178B012",7,4768,0,1,9,23,8,6
"2132","A178B012",8,2679,4,16,12,40,28,166
"2133","A178B012",9,3235,4,12,11,39,25,108
"2134","A178B012",10,5020,0,1,9,23,8,6
"2135","A178B012",11,5801,0,1,9,23,8,6
"2136","A178B012",12,5031,1,1,9,29,13,12
"2137","A179B012",1,904,2,1,10,31,15,17
"2138","A179B012",2,660,3,1,10,32,16,19
"2139","A179B012",3,733,3,1,10,32,16,19
"2140","A179B012",4,706,3,1,10,32,16,19
"2141","A179B012",5,660,3,1,10,32,16,19
"2142","A179B012",6,660,2,1,10,31,15,17
"2143","A179B012",7,740,3,1,10,32,16,19
"2144","A179B012",8,660,1,1,9,29,13,12
"2145","A179B012",9,660,4,1,10,33,17,20
"2146","A179B012",10,911,3,8,11,38,24,76
"2147","A179B012",11,660,2,1,10,31,15,17
"2148","A179B012",12,1180,3,1,10,32,16,19
"2149","A180B012",1,1192,1,1,9,29,13,12
"2150","A180B012",2,2718,5,1,10,33,17,20
"2151","A180B012",3,4013,4,1,10,33,17,20
"2152","A180B012",4,733,2,1,10,31,15,17
"2153","A180B012",5,2231,3,1,10,32,16,19
"2154","A180B012",6,2469,1,1,9,29,13,12
"2155","A180B012",7,1352,4,1,10,33,17,20
"2156","A180B012",8,2614,1,1,9,29,13,12
"2157","A180B012",9,2260,4,1,10,33,17,20
"2158","A180B012",10,1811,2,1,10,31,15,17
"2159","A180B012",11,4886,1,1,9,29,13,12
"2160","A180B012",12,3742,1,1,9,29,13,12
"2161","A181B012",1,944,0,1,9,23,8,6
"2162","A181B012",2,953,1,8,10,35,19,51
"2163","A181B012",3,1539,3,1,10,32,16,19
"2164","A181B012",4,1855,2,1,10,31,15,17
"2165","A181B012",5,1225,4,12,11,39,25,108
"2166","A181B012",6,2755,2,1,10,31,15,17
"2167","A181B012",7,1134,0,1,9,23,8,6
"2168","A181B012",8,1791,1,1,9,29,13,12
"2169","A181B012",9,813,1,1,9,29,13,12
"2170","A181B012",10,1818,3,1,10,32,16,19
"2171","A181B012",11,536,0,1,9,23,8,6
"2172","A181B012",12,1014,1,1,9,29,13,12
"2173","A182B012",1,660,0,1,9,23,8,6
"2174","A182B012",2,660,0,1,9,23,8,6
"2175","A182B012",3,660,0,1,9,23,8,6
"2176","A182B012",4,660,0,1,9,23,8,6
"2177","A182B012",5,660,0,1,9,23,8,6
"2178","A182B012",6,660,0,1,9,23,8,6
"2179","A182B012",7,660,0,1,9,23,8,6
"2180","A182B012",8,660,0,1,9,23,8,6
"2181","A182B012",9,660,2,1,10,31,15,17
"2182","A182B012",10,660,0,1,9,23,8,6
"2183","A182B012",11,660,0,1,9,23,8,6
"2184","A182B012",12,660,0,1,9,23,8,6
"2185","A183B012",1,660,0,1,9,23,8,6
"2186","A183B012",2,660,0,1,9,23,8,6
"2187","A183B012",3,660,0,1,9,23,8,6
"2188","A183B012",4,660,0,1,9,23,8,6
"2189","A183B012",5,660,1,1,9,29,13,12
"2190","A183B012",6,660,0,1,9,23,8,6
"2191","A183B012",7,660,0,1,9,23,8,6
"2192","A183B012",8,660,0,1,9,23,8,6
"2193","A183B012",9,660,0,1,9,23,8,6
"2194","A183B012",10,660,0,1,9,23,8,6
"2195","A183B012",11,660,0,1,9,23,8,6
"2196","A183B012",12,660,0,1,9,23,8,6
"2197","A184B012",1,3925,7,14,12,42,31,173
"2198","A184B012",2,8388,3,1,10,32,16,19
"2199","A184B012",3,1375,5,16,12,41,29,176
"2200","A184B012",4,3870,5,1,10,33,17,20
"2201","A184B012",5,5224,6,14,12,41,29,158
"2202","A184B012",6,3467,2,1,10,31,15,17
"2203","A184B012",7,1948,5,16,12,41,29,176
"2204","A184B012",8,3918,7,1,10,34,18,22
"2205","A184B012",9,6812,5,1,10,33,17,20
"2206","A184B012",10,2548,4,12,11,39,25,108
"2207","A184B012",11,5132,6,1,10,34,18,22
"2208","A184B012",12,6680,4,1,10,33,17,20
"2209","A185B012",1,3783,9,1,11,35,20,29
"2210","A185B012",2,4643,6,8,11,39,25,81
"2211","A185B012",3,3533,11,28,14,45,38,465
"2212","A185B012",4,5510,6,18,12,42,31,214
"2213","A185B012",5,4493,7,22,13,43,33,294
"2214","A185B012",6,4927,9,14,12,42,31,173
"2215","A185B012",7,4592,3,23,13,41,30,266
"2216","A185B012",8,5923,6,29,14,43,35,424
"2217","A185B012",9,6055,4,12,11,39,25,108
"2218","A185B012",10,6062,5,21,13,42,32,266
"2219","A185B012",11,4386,4,14,12,40,28,148
"2220","A185B012",12,4794,4,18,12,41,29,195
"2221","A186B012",1,5267,5,1,10,33,17,20
"2222","A186B012",2,2512,3,1,10,32,16,19
"2223","A186B012",3,5210,5,16,12,41,29,176
"2224","A186B012",4,3532,7,12,12,41,29,140
"2225","A186B012",5,3582,6,18,12,42,31,214
"2226","A186B012",6,2057,4,18,12,41,29,195
"2227","A186B012",7,4587,3,8,11,38,24,76
"2228","A186B012",8,1092,7,14,12,42,31,173
"2229","A186B012",9,3314,5,16,12,41,29,176
"2230","A186B012",10,3736,2,1,10,31,15,17
"2231","A186B012",11,660,5,12,12,40,28,132
"2232","A186B012",12,2592,2,21,12,39,26,192
"2233","A187B012",1,377,4,21,12,41,29,225
"2234","A187B012",2,4933,6,12,12,41,29,140
"2235","A187B012",3,660,6,19,12,42,31,225
"2236","A187B012",4,660,9,1,11,35,20,29
"2237","A187B012",5,660,8,12,12,41,29,140
"2238","A187B012",6,660,6,1,10,34,18,22
"2239","A187B012",7,660,7,12,12,41,29,140
"2240","A187B012",8,1039,7,14,12,42,31,173
"2241","A187B012",9,1801,11,16,13,43,33,222
"2242","A187B012",10,469,6,12,12,41,29,140
"2243","A187B012",11,660,8,1,10,35,19,24
"2244","A187B012",12,569,9,1,11,35,20,29
"2245","A188B012",1,381,7,1,10,34,18,22
"2246","A188B012",2,192,7,18,12,42,31,214
"2247","A188B012",3,232,3,16,12,40,28,166
"2248","A188B012",4,299,3,1,10,32,16,19
"2249","A188B012",5,280,5,14,12,41,29,158
"2250","A188B012",6,239,4,1,10,33,17,20
"2251","A188B012",7,660,5,18,12,41,29,195
"2252","A188B012",8,218,5,27,13,43,33,359
"2253","A188B012",9,174,5,1,10,33,17,20
"2254","A188B012",10,346,3,1,10,32,16,19
"2255","A188B012",11,1747,4,1,10,33,17,20
"2256","A188B012",12,293,0,1,9,23,8,6
"2257","A189B012",1,1962,9,1,11,35,20,29
"2258","A189B012",2,4055,7,1,10,34,18,22
"2259","A189B012",3,3363,7,1,10,34,18,22
"2260","A189B012",4,1543,3,1,10,32,16,19
"2261","A189B012",5,3050,9,1,11,35,20,29
"2262","A189B012",6,3174,5,1,10,33,17,20
"2263","A189B012",7,1690,8,12,12,41,29,140
"2264","A189B012",8,3229,5,1,10,33,17,20
"2265","A189B012",9,1305,12,1,11,36,21,31
"2266","A189B012",10,2091,8,30,14,44,36,462
"2267","A189B012",11,4057,5,12,12,40,28,132
"2268","A189B012",12,1998,6,12,12,41,29,140
"2269","A190B012",1,2947,3,23,13,41,30,266
"2270","A190B012",2,1781,3,19,12,40,28,193
"2271","A190B012",3,3706,4,14,12,40,28,148
"2272","A190B012",4,3523,3,18,12,40,28,184
"2273","A190B012",5,2377,3,1,10,32,16,19
"2274","A190B012",6,4934,2,29,13,40,29,316
"2275","A190B012",7,4091,5,14,12,41,29,158
"2276","A190B012",8,3728,1,8,10,35,19,51
"2277","A190B012",9,3599,3,1,10,32,16,19
"2278","A190B012",10,3810,3,16,12,40,28,166
"2279","A190B012",11,4442,7,1,10,34,18,22
"2280","A190B012",12,3419,1,16,12,37,24,132
"2281","A191B012",1,2751,0,1,9,23,8,6
"2282","A191B012",2,2099,1,1,9,29,13,12
"2283","A191B012",3,2099,0,1,9,23,8,6
"2284","A191B012",4,1648,1,1,9,29,13,12
"2285","A191B012",5,2640,1,1,9,29,13,12
"2286","A191B012",6,1691,0,1,9,23,8,6
"2287","A191B012",7,2140,0,1,9,23,8,6
"2288","A191B012",8,2594,1,1,9,29,13,12
"2289","A191B012",9,2013,1,1,9,29,13,12
"2290","A191B012",10,645,0,1,9,23,8,6
"2291","A191B012",11,2649,0,1,9,23,8,6
"2292","A191B012",12,1405,0,1,9,23,8,6
"2293","A192B012",1,660,2,1,10,31,15,17
"2294","A192B012",2,660,3,1,10,32,16,19
"2295","A192B012",3,660,5,1,10,33,17,20
"2296","A192B012",4,660,2,1,10,31,15,17
"2297","A192B012",5,660,5,1,10,33,17,20
"2298","A192B012",6,660,3,1,10,32,16,19
"2299","A192B012",7,660,2,1,10,31,15,17
"2300","A192B012",8,660,4,1,10,33,17,20
"2301","A192B012",9,660,4,1,10,33,17,20
"2302","A192B012",10,660,5,1,10,33,17,20
"2303","A192B012",11,660,4,1,10,33,17,20
"2304","A192B012",12,660,3,1,10,32,16,19
"2305","A193B012",1,797,1,12,11,36,21,83
"2306","A193B012",2,3488,1,8,10,35,19,51
"2307","A193B012",3,2392,3,8,11,38,24,76
"2308","A193B012",4,3395,2,12,11,38,24,101
"2309","A193B012",5,4139,3,16,12,40,28,166
"2310","A193B012",6,2566,2,19,12,39,26,175
"2311","A193B012",7,3098,5,19,12,41,29,205
"2312","A193B012",8,5346,4,12,11,39,25,108
"2313","A193B012",9,985,2,18,12,39,26,167
"2314","A193B012",10,2728,5,30,14,43,35,439
"2315","A193B012",11,3686,0,1,9,23,8,6
"2316","A193B012",12,660,3,18,12,40,28,184
"2317","A194B012",1,660,3,1,10,32,16,19
"2318","A194B012",2,660,3,1,10,32,16,19
"2319","A194B012",3,660,2,1,10,31,15,17
"2320","A194B012",4,660,3,1,10,32,16,19
"2321","A194B012",5,660,0,1,9,23,8,6
"2322","A194B012",6,660,1,1,9,29,13,12
"2323","A194B012",7,660,0,1,9,23,8,6
"2324","A194B012",8,660,1,1,9,29,13,12
"2325","A194B012",9,660,2,1,10,31,15,17
"2326","A194B012",10,5769,4,12,11,39,25,108
"2327","A194B012",11,2900,0,1,9,23,8,6
"2328","A194B012",12,3502,0,1,9,23,8,6
"2329","A195B012",1,518,3,12,11,39,25,108
"2330","A195B012",2,660,5,1,10,33,17,20
"2331","A195B012",3,443,7,1,10,34,18,22
"2332","A195B012",4,660,9,1,11,35,20,29
"2333","A195B012",5,591,3,1,10,32,16,19
"2334","A195B012",6,665,6,1,10,34,18,22
"2335","A195B012",7,473,8,16,12,42,31,193
"2336","A195B012",8,660,5,1,10,33,17,20
"2337","A195B012",9,286,9,16,12,43,32,204
"2338","A195B012",10,577,9,1,11,35,20,29
"2339","A195B012",11,615,3,8,11,38,24,76
"2340","A195B012",12,660,3,14,12,39,26,134
"2341","A196B012",1,660,3,1,10,32,16,19
"2342","A196B012",2,4921,1,1,9,29,13,12
"2343","A196B012",3,660,3,1,10,32,16,19
"2344","A196B012",4,4911,3,1,10,32,16,19
"2345","A196B012",5,8120,1,1,9,29,13,12
"2346","A196B012",6,3023,2,1,10,31,15,17
"2347","A196B012",7,1258,1,1,9,29,13,12
"2348","A196B012",8,6439,2,12,11,38,24,101
"2349","A196B012",9,1676,2,1,10,31,15,17
"2350","A196B012",10,5804,3,1,10,32,16,19
"2351","A196B012",11,4249,3,1,10,32,16,19
"2352","A196B012",12,2444,1,1,9,29,13,12
"2353","A197B012",1,10000,3,1,10,32,16,19
"2354","A197B012",2,10000,1,1,9,29,13,12
"2355","A197B012",3,10000,2,1,10,31,15,17
"2356","A197B012",4,2353,5,1,10,33,17,20
"2357","A197B012",5,8221,2,1,10,31,15,17
"2358","A197B012",6,2177,1,1,9,29,13,12
"2359","A197B012",7,7291,3,1,10,32,16,19
"2360","A197B012",8,7292,0,1,9,23,8,6
"2361","A197B012",9,5725,1,1,9,29,13,12
"2362","A197B012",10,7856,2,1,10,31,15,17
"2363","A197B012",11,5916,1,1,9,29,13,12
"2364","A197B012",12,1910,1,1,9,29,13,12
"2365","A198B012",1,660,0,1,9,23,8,6
"2366","A198B012",2,660,0,1,9,23,8,6
"2367","A198B012",3,660,0,1,9,23,8,6
"2368","A198B012",4,660,0,1,9,23,8,6
"2369","A198B012",5,660,0,1,9,23,8,6
"2370","A198B012",6,660,0,1,9,23,8,6
"2371","A198B012",7,660,0,1,9,23,8,6
"2372","A198B012",8,660,0,1,9,23,8,6
"2373","A198B012",9,660,0,1,9,23,8,6
"2374","A198B012",10,660,1,12,11,36,21,83
"2375","A198B012",11,660,2,18,12,39,26,167
"2376","A198B012",12,660,0,1,9,23,8,6
"2377","A199B012",1,660,1,1,9,29,13,12
"2378","A199B012",2,660,0,1,9,23,8,6
"2379","A199B012",3,660,0,1,9,23,8,6
"2380","A199B012",4,660,1,1,9,29,13,12
"2381","A199B012",5,660,1,1,9,29,13,12
"2382","A199B012",6,660,1,1,9,29,13,12
"2383","A199B012",7,660,1,1,9,29,13,12
"2384","A199B012",8,660,1,1,9,29,13,12
"2385","A199B012",9,660,1,1,9,29,13,12
"2386","A199B012",10,660,1,8,10,35,19,51
"2387","A199B012",11,660,1,1,9,29,13,12
"2388","A199B012",12,660,1,1,9,29,13,12
"2389","A200B012",1,6110,2,8,11,37,23,70
"2390","A200B012",2,1755,1,12,11,36,21,83
"2391","A200B012",3,6218,1,8,10,35,19,51
